lo_id,tags,type,language,requires_mastery,pedagogical_weight,duration_min,accuracy
b12095,183|184|24|25,question,en,0.0,1.0,0.5,0.5
b12096,183|184|24|25,question,en,0.0,1.0,0.5,0.5
b12047,181|182|26|24,question,en,0.0,1.0,0.5,0.5
b12048,181|182|26|24,question,en,0.0,1.0,0.5,0.5
b12049,181|182|26|24,question,en,0.0,1.0,0.5,0.5
b12050,181|182|26|24,question,en,0.0,1.0,0.5,0.5
b12051,181|182|26|24,question,en,0.0,1.0,0.5,0.5
b12052,181|182|26|24,question,en,0.0,1.0,0.5,0.5
b12053,181|182|26|24,question,en,0.0,1.0,0.5,0.5
b12054,181|182|26|24,question,en,0.0,1.0,0.5,0.5
b12055,181|182|26|24,question,en,0.0,1.0,0.5,0.5
b12056,181|182|26|24,question,en,0.0,1.0,0.5,0.5
b12067,181|182|26|24,question,en,0.0,1.0,0.5,0.5
b12068,181|182|24|25,question,en,0.0,1.0,0.5,0.5
b12069,181|182|24|25,question,en,0.0,1.0,0.5,0.5
b12070,181|182|24|25,question,en,0.0,1.0,0.5,0.5
b12071,181|182|24|25,question,en,0.0,1.0,0.5,0.5
b12072,181|182|24|25,question,en,0.0,1.0,0.5,0.5
b12073,181|182|24|25,question,en,0.0,1.0,0.5,0.5
b12074,181|182|24|25,question,en,0.0,1.0,0.5,0.5
b12075,181|182|24|25,question,en,0.0,1.0,0.5,0.5
b12076,181|182|33|24,question,en,0.0,1.0,0.5,0.5
b11867,181|182|33|24,question,en,0.0,1.0,0.5,0.5
b11868,181|182|33|24,question,en,0.0,1.0,0.5,0.5
b11869,181|182|33|24,question,en,0.0,1.0,0.5,0.5
b11870,181|182|33|24,question,en,0.0,1.0,0.5,0.5
b11871,181|182|33|24,question,en,0.0,1.0,0.5,0.5
b11872,181|182|33|24,question,en,0.0,1.0,0.5,0.5
b11873,181|182|33|24,question,en,0.0,1.0,0.5,0.5
b11874,181|182|33|24,question,en,0.0,1.0,0.5,0.5
b11875,181|182|33|24,question,en,0.0,1.0,0.5,0.5
b11876,181|182|33|24,question,en,0.0,1.0,0.5,0.5
b12057,181|182|24|43,question,en,0.0,1.0,0.5,0.5
b12058,181|182|24|43,question,en,0.0,1.0,0.5,0.5
b12059,181|182|24|40,question,en,0.0,1.0,0.5,0.5
b12060,181|182|24|40,question,en,0.0,1.0,0.5,0.5
b12061,181|182|24|40,question,en,0.0,1.0,0.5,0.5
b12062,181|182|24|40,question,en,0.0,1.0,0.5,0.5
b12063,181|182|24|40,question,en,0.0,1.0,0.5,0.5
b12064,181|50|182|24,question,en,0.0,1.0,0.5,0.5
b12065,41|182|181|24,question,en,0.0,1.0,0.5,0.5
b12066,41|182|181|24,question,en,0.0,1.0,0.5,0.5
b12007,41|183|184|24,question,en,0.0,1.0,0.5,0.5
b12008,50|183|184|24,question,en,0.0,1.0,0.5,0.5
b12009,183|184|48|24,question,en,0.0,1.0,0.5,0.5
b12010,183|184|48|24,question,en,0.0,1.0,0.5,0.5
b12011,183|184|48|24,question,en,0.0,1.0,0.5,0.5
b12012,44|45|184|183,question,en,0.0,1.0,0.5,0.5
b12013,44|45|184|183,question,en,0.0,1.0,0.5,0.5
b12014,44|45|184|183,question,en,0.0,1.0,0.5,0.5
b12015,44|45|184|183,question,en,0.0,1.0,0.5,0.5
b12016,44|45|184|183,question,en,0.0,1.0,0.5,0.5
b11987,44|45|184|183,question,en,0.0,1.0,0.5,0.5
b11988,44|45|184|183,question,en,0.0,1.0,0.5,0.5
b11989,44|184|183|27|45,question,en,0.0,1.0,0.5,0.5
b11990,44|45|184|183,question,en,0.0,1.0,0.5,0.5
b11991,44|45|184|183,question,en,0.0,1.0,0.5,0.5
b11992,44|45|184|183,question,en,0.0,1.0,0.5,0.5
b11993,44|45|184|183,question,en,0.0,1.0,0.5,0.5
b11994,44|45|184|183,question,en,0.0,1.0,0.5,0.5
b11995,39|183|184|38,question,en,0.0,1.0,0.5,0.5
b11996,39|183|184|38,question,en,0.0,1.0,0.5,0.5
b12097,183|184|36|37,question,en,0.0,1.0,0.5,0.5
b12098,183|184|36|37,question,en,0.0,1.0,0.5,0.5
b12099,183|184|36|37,question,en,0.0,1.0,0.5,0.5
b12100,183|184|36|37,question,en,0.0,1.0,0.5,0.5
b12101,183|184|36|37,question,en,0.0,1.0,0.5,0.5
b12102,183|184|36|37,question,en,0.0,1.0,0.5,0.5
b12103,183|184|36|37,question,en,0.0,1.0,0.5,0.5
b12104,183|184|36|37,question,en,0.0,1.0,0.5,0.5
b12105,183|184|36|37,question,en,0.0,1.0,0.5,0.5
b12106,183|31|32|184,question,en,0.0,1.0,0.5,0.5
b12187,183|31|32|184,question,en,0.0,1.0,0.5,0.5
b12188,183|31|32|184,question,en,0.0,1.0,0.5,0.5
b12189,183|31|32|184,question,en,0.0,1.0,0.5,0.5
b12190,183|31|32|184,question,en,0.0,1.0,0.5,0.5
b12191,183|31|32|184,question,en,0.0,1.0,0.5,0.5
b12192,183|31|32|184,question,en,0.0,1.0,0.5,0.5
b12193,183|31|32|184,question,en,0.0,1.0,0.5,0.5
b12194,183|31|32|184,question,en,0.0,1.0,0.5,0.5
b12195,183|31|32|184,question,en,0.0,1.0,0.5,0.5
b12196,28|29|184|183,question,en,0.0,1.0,0.5,0.5
b12167,42|31|184|183,question,en,0.0,1.0,0.5,0.5
b12168,183|184|34|35,question,en,0.0,1.0,0.5,0.5
b12169,42|184|34|183,question,en,0.0,1.0,0.5,0.5
b12170,183|184|34|35,question,en,0.0,1.0,0.5,0.5
b12171,183|184|34|35,question,en,0.0,1.0,0.5,0.5
b12172,183|184|34|35,question,en,0.0,1.0,0.5,0.5
b12173,183|184|34|35,question,en,0.0,1.0,0.5,0.5
b12174,42|184|34|183,question,en,0.0,1.0,0.5,0.5
b12175,183|184|34|35,question,en,0.0,1.0,0.5,0.5
b12176,42|184|34|183,question,en,0.0,1.0,0.5,0.5
b11786,181|56|182|52,question,en,0.0,1.0,0.5,0.5
b11787,52|57|183|184,question,en,0.0,1.0,0.5,0.5
b11788,183|184|53|181|54|52,question,en,0.0,1.0,0.5,0.5
b11789,56|183|54|182,question,en,0.0,1.0,0.5,0.5
b11790,52|56|183|184,question,en,0.0,1.0,0.5,0.5
b11791,182|181|56|55|52,question,en,0.0,1.0,0.5,0.5
b11792,184|182|181|56|52,question,en,0.0,1.0,0.5,0.5
b11793,53|182|181|54|52,question,en,0.0,1.0,0.5,0.5
b11794,183|184|52|56|55,question,en,0.0,1.0,0.5,0.5
b11795,53|57|182|181|54,question,en,0.0,1.0,0.5,0.5
b11796,183|184|56|54|58,question,en,0.0,1.0,0.5,0.5
b11797,184|53|52|181|58,question,en,0.0,1.0,0.5,0.5
b11798,183|184|52|56|58,question,en,0.0,1.0,0.5,0.5
b11738,53|182|181|54|52,question,en,0.0,1.0,0.5,0.5
b11739,52|183|184|54,question,en,0.0,1.0,0.5,0.5
b11740,52|183|184|181,question,en,0.0,1.0,0.5,0.5
b11741,184|53|181|54|52,question,en,0.0,1.0,0.5,0.5
b11742,183|184|57|52|56,question,en,0.0,1.0,0.5,0.5
b11743,183|182|52|56|55,question,en,0.0,1.0,0.5,0.5
b11744,53|182|181|54|52,question,en,0.0,1.0,0.5,0.5
b11745,184|57|181|56|54,question,en,0.0,1.0,0.5,0.5
b11746,183|53|182|52|55,question,en,0.0,1.0,0.5,0.5
b11747,52|181|182,question,en,0.0,1.0,0.5,0.5
b11748,183|184|52|54|58,question,en,0.0,1.0,0.5,0.5
b11749,52|181|182|58,question,en,0.0,1.0,0.5,0.5
b11750,52|184|181|58,question,en,0.0,1.0,0.5,0.5
b11662,60|181|56|54|52,question,en,0.0,1.0,0.5,0.5
b11663,52|184|53|63,question,en,0.0,1.0,0.5,0.5
b11664,183|66|53|52|54,question,en,0.0,1.0,0.5,0.5
b11665,57|182|59|52|56,question,en,0.0,1.0,0.5,0.5
b11666,60|181|56|54|52,question,en,0.0,1.0,0.5,0.5
b11667,52|56|184|64,question,en,0.0,1.0,0.5,0.5
b11668,183|57|300|55|56,question,en,0.0,1.0,0.5,0.5
b11669,66|53|182|52|54,question,en,0.0,1.0,0.5,0.5
b11670,184|67|56|54|58,question,en,0.0,1.0,0.5,0.5
b11671,52|300|181|56|58,question,en,0.0,1.0,0.5,0.5
b11776,52|56|64|182,question,en,0.0,1.0,0.5,0.5
b11777,52|60|181,question,en,0.0,1.0,0.5,0.5
b11778,184|57|59|52|56,question,en,0.0,1.0,0.5,0.5
b11779,52|183|53|63,question,en,0.0,1.0,0.5,0.5
b11780,52|56|184|68,question,en,0.0,1.0,0.5,0.5
b11781,57|60|181|56|54,question,en,0.0,1.0,0.5,0.5
b11782,52|184|53|59,question,en,0.0,1.0,0.5,0.5
b11783,52|183|66|53,question,en,0.0,1.0,0.5,0.5
b11784,300|182|52|55|58,question,en,0.0,1.0,0.5,0.5
b11785,52|65|181|56|58,question,en,0.0,1.0,0.5,0.5
b11708,71,question,en,0.0,1.0,0.5,0.5
b11709,74,question,en,0.0,1.0,0.5,0.5
b11710,86,question,en,0.0,1.0,0.5,0.5
b11711,122,question,en,0.0,1.0,0.5,0.5
b11712,138,question,en,0.0,1.0,0.5,0.5
b11713,88,question,en,0.0,1.0,0.5,0.5
b11714,72,question,en,0.0,1.0,0.5,0.5
b11715,86,question,en,0.0,1.0,0.5,0.5
b11716,98,question,en,0.0,1.0,0.5,0.5
b11717,101,question,en,0.0,1.0,0.5,0.5
b11718,77,question,en,0.0,1.0,0.5,0.5
b11719,89,question,en,0.0,1.0,0.5,0.5
b11720,133,question,en,0.0,1.0,0.5,0.5
b11721,138,question,en,0.0,1.0,0.5,0.5
b11722,83,question,en,0.0,1.0,0.5,0.5
b11723,77,question,en,0.0,1.0,0.5,0.5
b11724,92,question,en,0.0,1.0,0.5,0.5
b11725,85,question,en,0.0,1.0,0.5,0.5
b11726,76,question,en,0.0,1.0,0.5,0.5
b11727,135,question,en,0.0,1.0,0.5,0.5
b11728,85,question,en,0.0,1.0,0.5,0.5
b11729,120,question,en,0.0,1.0,0.5,0.5
b11730,129,question,en,0.0,1.0,0.5,0.5
b11731,105,question,en,0.0,1.0,0.5,0.5
b11732,85,question,en,0.0,1.0,0.5,0.5
b11733,76,question,en,0.0,1.0,0.5,0.5
b11734,74,question,en,0.0,1.0,0.5,0.5
b11735,71,question,en,0.0,1.0,0.5,0.5
b11736,83,question,en,0.0,1.0,0.5,0.5
b11737,83,question,en,0.0,1.0,0.5,0.5
b11672,76|134|88|143,question,en,0.0,1.0,0.5,0.5
b11673,80|119|77|143,question,en,0.0,1.0,0.5,0.5
b11674,86|76|219|143,question,en,0.0,1.0,0.5,0.5
b11675,76|134|112|143,question,en,0.0,1.0,0.5,0.5
b11653,164|146|156|176|153|196,question,en,0.0,1.0,0.5,0.5
b11676,148|159|177|150,question,en,0.0,1.0,0.5,0.5
b11677,150|177|149|146,question,en,0.0,1.0,0.5,0.5
b11678,148|177|155|156,question,en,0.0,1.0,0.5,0.5
b11679,148|170|150|177|149,question,en,0.0,1.0,0.5,0.5
b11680,177|167|150|168,question,en,0.0,1.0,0.5,0.5
b11681,148|150|169|155|177|153,question,en,0.0,1.0,0.5,0.5
b11682,148|167|177|153|149,question,en,0.0,1.0,0.5,0.5
b11683,150|177|157|153|149,question,en,0.0,1.0,0.5,0.5
b11684,152|148|150|177|153,question,en,0.0,1.0,0.5,0.5
b11685,169|150|177|157|149|151,question,en,0.0,1.0,0.5,0.5
b11705,150|175|155|178|156|153|158|196,question,en,0.0,1.0,0.5,0.5
b11706,170|150|148|162|178|158|196,question,en,0.0,1.0,0.5,0.5
b11707,148|164|146|165|178|151|149|196,question,en,0.0,1.0,0.5,0.5
b1348,184|182|26|24,question,en,0.0,1.0,0.5,0.5
b1349,183|182|48|24,question,en,0.0,1.0,0.5,0.5
b1351,181|184|33|24,question,en,0.0,1.0,0.5,0.5
b1354,28|184|30|29|182,question,en,0.0,1.0,0.5,0.5
b1355,181|31|32|182,question,en,0.0,1.0,0.5,0.5
b1356,179|184|24|45|181,question,en,0.0,1.0,0.5,0.5
b1358,28|29|184|181,question,en,0.0,1.0,0.5,0.5
b1360,181|42|184|34,question,en,0.0,1.0,0.5,0.5
b1363,181|183|31|32,question,en,0.0,1.0,0.5,0.5
b1365,181|39|184|38,question,en,0.0,1.0,0.5,0.5
b1366,183|31|32|182,question,en,0.0,1.0,0.5,0.5
b1371,182|184|24|40,question,en,0.0,1.0,0.5,0.5
b1372,181|183|24|40,question,en,0.0,1.0,0.5,0.5
b1373,50|184|182|24,question,en,0.0,1.0,0.5,0.5
b1374,50|183|182|24,question,en,0.0,1.0,0.5,0.5
b1375,44|184|27|45|182,question,en,0.0,1.0,0.5,0.5
b11279,88,question,en,0.0,1.0,0.5,0.5
b11280,85,question,en,0.0,1.0,0.5,0.5
b11281,96,question,en,0.0,1.0,0.5,0.5
b11282,76,question,en,0.0,1.0,0.5,0.5
b11283,138,question,en,0.0,1.0,0.5,0.5
b11285,86,question,en,0.0,1.0,0.5,0.5
b11286,77,question,en,0.0,1.0,0.5,0.5
b11287,98,question,en,0.0,1.0,0.5,0.5
b11288,133,question,en,0.0,1.0,0.5,0.5
b11289,119,question,en,0.0,1.0,0.5,0.5
b11290,83,question,en,0.0,1.0,0.5,0.5
b11292,76,question,en,0.0,1.0,0.5,0.5
b11293,71,question,en,0.0,1.0,0.5,0.5
b11294,74,question,en,0.0,1.0,0.5,0.5
b11295,83,question,en,0.0,1.0,0.5,0.5
b11296,77,question,en,0.0,1.0,0.5,0.5
b11297,98,question,en,0.0,1.0,0.5,0.5
b11298,133,question,en,0.0,1.0,0.5,0.5
b11300,85,question,en,0.0,1.0,0.5,0.5
b11301,116,question,en,0.0,1.0,0.5,0.5
b11302,78,question,en,0.0,1.0,0.5,0.5
b11303,131,question,en,0.0,1.0,0.5,0.5
b11304,76,question,en,0.0,1.0,0.5,0.5
b11305,77,question,en,0.0,1.0,0.5,0.5
b11306,83,question,en,0.0,1.0,0.5,0.5
b11307,119,question,en,0.0,1.0,0.5,0.5
b2126,53|63|182|52|56,question,en,0.0,1.0,0.5,0.5
b2127,53|60|182|56|54,question,en,0.0,1.0,0.5,0.5
b2130,60|182|52|56|54,question,en,0.0,1.0,0.5,0.5
b2131,52|54|182|67,question,en,0.0,1.0,0.5,0.5
b2132,66|53|182|52|54,question,en,0.0,1.0,0.5,0.5
b2133,53|182|59|52|54,question,en,0.0,1.0,0.5,0.5
b2589,121,question,en,0.0,1.0,0.5,0.5
b2590,87,question,en,0.0,1.0,0.5,0.5
b2591,95,question,en,0.0,1.0,0.5,0.5
b2592,121,question,en,0.0,1.0,0.5,0.5
b2593,90,question,en,0.0,1.0,0.5,0.5
b2594,73,question,en,0.0,1.0,0.5,0.5
b2597,95,question,en,0.0,1.0,0.5,0.5
b2598,87,question,en,0.0,1.0,0.5,0.5
b2599,121,question,en,0.0,1.0,0.5,0.5
b2601,121,question,en,0.0,1.0,0.5,0.5
b2602,121,question,en,0.0,1.0,0.5,0.5
b2604,119,question,en,0.0,1.0,0.5,0.5
b2607,119,question,en,0.0,1.0,0.5,0.5
b2608,90,question,en,0.0,1.0,0.5,0.5
b2609,120,question,en,0.0,1.0,0.5,0.5
b2610,120,question,en,0.0,1.0,0.5,0.5
b2612,119,question,en,0.0,1.0,0.5,0.5
b2613,119,question,en,0.0,1.0,0.5,0.5
b2614,73,question,en,0.0,1.0,0.5,0.5
b2615,90,question,en,0.0,1.0,0.5,0.5
b2616,87,question,en,0.0,1.0,0.5,0.5
b2617,119,question,en,0.0,1.0,0.5,0.5
b2618,119,question,en,0.0,1.0,0.5,0.5
b2619,121,question,en,0.0,1.0,0.5,0.5
b2620,119,question,en,0.0,1.0,0.5,0.5
b2621,119,question,en,0.0,1.0,0.5,0.5
b2622,90,question,en,0.0,1.0,0.5,0.5
b2626,87,question,en,0.0,1.0,0.5,0.5
b2627,122,question,en,0.0,1.0,0.5,0.5
b2628,99,question,en,0.0,1.0,0.5,0.5
b5457,177|159|149|150,question,en,0.0,1.0,0.5,0.5
b5458,177|159|149|153,question,en,0.0,1.0,0.5,0.5
b5459,177|159|149|150,question,en,0.0,1.0,0.5,0.5
b5460,148|179|155|177|156|149,question,en,0.0,1.0,0.5,0.5
b5461,148|177|157|149,question,en,0.0,1.0,0.5,0.5
b1039,183|185|26|24,question,en,0.0,1.0,0.5,0.5
b1040,183|27|24|185|25,question,en,0.0,1.0,0.5,0.5
b1042,184|185|33|24,question,en,0.0,1.0,0.5,0.5
b1044,181|185|24|40,question,en,0.0,1.0,0.5,0.5
b1045,24|30|185|181|33,question,en,0.0,1.0,0.5,0.5
b1046,181|185|24|40,question,en,0.0,1.0,0.5,0.5
b1047,183|31|32|185,question,en,0.0,1.0,0.5,0.5
b1048,181|185|36|37,question,en,0.0,1.0,0.5,0.5
b1049,181|42|31|183,question,en,0.0,1.0,0.5,0.5
b1050,181|185|36|37,question,en,0.0,1.0,0.5,0.5
b1053,39|183|185|38,question,en,0.0,1.0,0.5,0.5
b1054,44|45|185|183,question,en,0.0,1.0,0.5,0.5
b1055,183|27|24|26|185,question,en,0.0,1.0,0.5,0.5
b1056,179|183|38|39|185,question,en,0.0,1.0,0.5,0.5
b1057,28|29|185|183,question,en,0.0,1.0,0.5,0.5
b1058,42|30|34|185|181,question,en,0.0,1.0,0.5,0.5
b1059,181|184|24|43,question,en,0.0,1.0,0.5,0.5
b1061,181|42|34|185,question,en,0.0,1.0,0.5,0.5
b1063,183|24|23|181|33,question,en,0.0,1.0,0.5,0.5
b1067,28|29|184|183,question,en,0.0,1.0,0.5,0.5
b1490,184|181|56|55|52,question,en,0.0,1.0,0.5,0.5
b1491,179|183|184|53|56|54,question,en,0.0,1.0,0.5,0.5
b1492,183|53|185|56|54,question,en,0.0,1.0,0.5,0.5
b1493,179|185|181|56|54|52,question,en,0.0,1.0,0.5,0.5
b1494,179|185|181|54|52,question,en,0.0,1.0,0.5,0.5
b1495,179|183|53|185|55|56,question,en,0.0,1.0,0.5,0.5
b1496,181|185|52|55|54,question,en,0.0,1.0,0.5,0.5
b1497,183|53|185|52|54,question,en,0.0,1.0,0.5,0.5
b1498,52|183|184|53,question,en,0.0,1.0,0.5,0.5
b1499,181|185|53|52,question,en,0.0,1.0,0.5,0.5
b368,183|24|30|185|33,question,en,0.0,1.0,0.5,0.5
b370,181|48|185|24,question,en,0.0,1.0,0.5,0.5
b371,183|184|33|24,question,en,0.0,1.0,0.5,0.5
b372,27|24|26|185|181,question,en,0.0,1.0,0.5,0.5
b373,183|24|23|185|25,question,en,0.0,1.0,0.5,0.5
b374,183|31|32|30|185,question,en,0.0,1.0,0.5,0.5
b375,181|29|185|28,question,en,0.0,1.0,0.5,0.5
b376,183|185|24|43,question,en,0.0,1.0,0.5,0.5
b378,181|183|24|40,question,en,0.0,1.0,0.5,0.5
b380,181|185|36|37,question,en,0.0,1.0,0.5,0.5
b382,183|184|36|37,question,en,0.0,1.0,0.5,0.5
b383,185|31|32|183,question,en,0.0,1.0,0.5,0.5
b384,44|45|185|183,question,en,0.0,1.0,0.5,0.5
b386,39|183|184|38,question,en,0.0,1.0,0.5,0.5
b388,44|45|185|184,question,en,0.0,1.0,0.5,0.5
b390,181|44|45|185,question,en,0.0,1.0,0.5,0.5
b391,39|183|185|38,question,en,0.0,1.0,0.5,0.5
b394,183|35|30|185|34,question,en,0.0,1.0,0.5,0.5
b259,183|182|24|25,question,en,0.0,1.0,0.5,0.5
b261,181|184|31|32,question,en,0.0,1.0,0.5,0.5
b266,181|184|26|24,question,en,0.0,1.0,0.5,0.5
b273,179|44|183|45|181,question,en,0.0,1.0,0.5,0.5
b275,179|184|35|30|34|181,question,en,0.0,1.0,0.5,0.5
b276,183|35|30|34|182,question,en,0.0,1.0,0.5,0.5
b277,181|31|32|182,question,en,0.0,1.0,0.5,0.5
b278,183|27|46|181|47,question,en,0.0,1.0,0.5,0.5
b279,28|29|183|182,question,en,0.0,1.0,0.5,0.5
b280,181|39|182|38,question,en,0.0,1.0,0.5,0.5
b284,183|27|24|182|33,question,en,0.0,1.0,0.5,0.5
b1287,183|24|23|181|25,question,en,0.0,1.0,0.5,0.5
b1288,183|185|26|24,question,en,0.0,1.0,0.5,0.5
b1289,183|184|33|24,question,en,0.0,1.0,0.5,0.5
b1290,181|185|24|43,question,en,0.0,1.0,0.5,0.5
b1291,184|47|46|183,question,en,0.0,1.0,0.5,0.5
b1292,181|185|33|24,question,en,0.0,1.0,0.5,0.5
b1294,41|185|181|24,question,en,0.0,1.0,0.5,0.5
b1297,181|185|48|24,question,en,0.0,1.0,0.5,0.5
b1298,181|183|26|24,question,en,0.0,1.0,0.5,0.5
b1299,181|185|24|40,question,en,0.0,1.0,0.5,0.5
b1300,181|50|185|24,question,en,0.0,1.0,0.5,0.5
b1301,181|183|31|32,question,en,0.0,1.0,0.5,0.5
b1303,44|45|185|183,question,en,0.0,1.0,0.5,0.5
b1304,183|30|185|36|37,question,en,0.0,1.0,0.5,0.5
b1305,28|29|185|183,question,en,0.0,1.0,0.5,0.5
b1306,183|184|34|35,question,en,0.0,1.0,0.5,0.5
b1310,181|39|185|38,question,en,0.0,1.0,0.5,0.5
b1311,28|29|185|183,question,en,0.0,1.0,0.5,0.5
b1312,181|183|24|40,question,en,0.0,1.0,0.5,0.5
b1313,28|29|185|183,question,en,0.0,1.0,0.5,0.5
b1314,183|47|185|46,question,en,0.0,1.0,0.5,0.5
b1315,181|39|185|38,question,en,0.0,1.0,0.5,0.5
b1316,28|184|30|29|185,question,en,0.0,1.0,0.5,0.5
b2078,182|59|52|56|54,question,en,0.0,1.0,0.5,0.5
b2079,64|182|52|56|54,question,en,0.0,1.0,0.5,0.5
b2080,56|54|60|182,question,en,0.0,1.0,0.5,0.5
b2081,52|56|68|182,question,en,0.0,1.0,0.5,0.5
b2082,52|56|182|59,question,en,0.0,1.0,0.5,0.5
b2084,52|56|182|63,question,en,0.0,1.0,0.5,0.5
b2085,63|182|52|56|54,question,en,0.0,1.0,0.5,0.5
b1887,179|53|61|181|55|52,question,en,0.0,1.0,0.5,0.5
b1888,184|53|60|56|54,question,en,0.0,1.0,0.5,0.5
b1890,183|53|59|52|54,question,en,0.0,1.0,0.5,0.5
b1891,179|63|185|52|56,question,en,0.0,1.0,0.5,0.5
b1892,181|53|64|52,question,en,0.0,1.0,0.5,0.5
b1893,60|185|52|56|54,question,en,0.0,1.0,0.5,0.5
b1894,179|183|63|52|56|54,question,en,0.0,1.0,0.5,0.5
b1895,179|53|185|59|52|54,question,en,0.0,1.0,0.5,0.5
b197,181|183|24|25,question,en,0.0,1.0,0.5,0.5
b198,185|31|32|183,question,en,0.0,1.0,0.5,0.5
b199,183|184|33|24,question,en,0.0,1.0,0.5,0.5
b200,24|51|26|185|181,question,en,0.0,1.0,0.5,0.5
b201,28|29|184|183,question,en,0.0,1.0,0.5,0.5
b203,39|183|185|38,question,en,0.0,1.0,0.5,0.5
b204,41|185|181|24,question,en,0.0,1.0,0.5,0.5
b205,181|44|185|49,question,en,0.0,1.0,0.5,0.5
b206,183|31|32|185,question,en,0.0,1.0,0.5,0.5
b208,181|183|24|25,question,en,0.0,1.0,0.5,0.5
b209,181|42|31|185,question,en,0.0,1.0,0.5,0.5
b212,183|184|27|24|26,question,en,0.0,1.0,0.5,0.5
b216,183|184|24|23|25,question,en,0.0,1.0,0.5,0.5
b217,181|185|48|24,question,en,0.0,1.0,0.5,0.5
b218,50|184|185|24,question,en,0.0,1.0,0.5,0.5
b220,31|27|32|185|181,question,en,0.0,1.0,0.5,0.5
b2748,71,question,en,0.0,1.0,0.5,0.5
b2749,71,question,en,0.0,1.0,0.5,0.5
b2751,71,question,en,0.0,1.0,0.5,0.5
b2753,71,question,en,0.0,1.0,0.5,0.5
b2754,71,question,en,0.0,1.0,0.5,0.5
b2757,71,question,en,0.0,1.0,0.5,0.5
b2758,71,question,en,0.0,1.0,0.5,0.5
b2759,71,question,en,0.0,1.0,0.5,0.5
b2760,71,question,en,0.0,1.0,0.5,0.5
b2761,71,question,en,0.0,1.0,0.5,0.5
b2762,71,question,en,0.0,1.0,0.5,0.5
b2763,71,question,en,0.0,1.0,0.5,0.5
b2764,71,question,en,0.0,1.0,0.5,0.5
b2765,71,question,en,0.0,1.0,0.5,0.5
b2766,71,question,en,0.0,1.0,0.5,0.5
b2767,71,question,en,0.0,1.0,0.5,0.5
b2768,86,question,en,0.0,1.0,0.5,0.5
b2769,86,question,en,0.0,1.0,0.5,0.5
b2770,103,question,en,0.0,1.0,0.5,0.5
b2771,96,question,en,0.0,1.0,0.5,0.5
b2772,96,question,en,0.0,1.0,0.5,0.5
b2774,86,question,en,0.0,1.0,0.5,0.5
b2778,86,question,en,0.0,1.0,0.5,0.5
b2779,106,question,en,0.0,1.0,0.5,0.5
b2780,82,question,en,0.0,1.0,0.5,0.5
b2781,86,question,en,0.0,1.0,0.5,0.5
b2782,96,question,en,0.0,1.0,0.5,0.5
b2783,106,question,en,0.0,1.0,0.5,0.5
b2784,86,question,en,0.0,1.0,0.5,0.5
b2785,86,question,en,0.0,1.0,0.5,0.5
b2786,86,question,en,0.0,1.0,0.5,0.5
b2787,106,question,en,0.0,1.0,0.5,0.5
b2788,86,question,en,0.0,1.0,0.5,0.5
b2790,86,question,en,0.0,1.0,0.5,0.5
b2791,86,question,en,0.0,1.0,0.5,0.5
b2792,86,question,en,0.0,1.0,0.5,0.5
b2794,96,question,en,0.0,1.0,0.5,0.5
b2795,86,question,en,0.0,1.0,0.5,0.5
b2796,86,question,en,0.0,1.0,0.5,0.5
b2797,98,question,en,0.0,1.0,0.5,0.5
b2798,84,question,en,0.0,1.0,0.5,0.5
b2799,84,question,en,0.0,1.0,0.5,0.5
b2800,98,question,en,0.0,1.0,0.5,0.5
b2802,98,question,en,0.0,1.0,0.5,0.5
b2803,98,question,en,0.0,1.0,0.5,0.5
b1317,181|183|33|24,question,en,0.0,1.0,0.5,0.5
b1319,183|185|26|24,question,en,0.0,1.0,0.5,0.5
b1320,179|183|24|181|25,question,en,0.0,1.0,0.5,0.5
b1322,44|45|185|183,question,en,0.0,1.0,0.5,0.5
b1323,181|50|185|24,question,en,0.0,1.0,0.5,0.5
b1327,181|185|24|43,question,en,0.0,1.0,0.5,0.5
b1328,181|183|31|32,question,en,0.0,1.0,0.5,0.5
b1329,28|30|29|185|181,question,en,0.0,1.0,0.5,0.5
b1330,181|185|24|40,question,en,0.0,1.0,0.5,0.5
b1331,181|44|45|183,question,en,0.0,1.0,0.5,0.5
b1332,183|31|32|185,question,en,0.0,1.0,0.5,0.5
b1334,179|183|31|32|185,question,en,0.0,1.0,0.5,0.5
b1335,183|185|24|43,question,en,0.0,1.0,0.5,0.5
b1336,183|27|24|26|185,question,en,0.0,1.0,0.5,0.5
b1339,185|31|32|184,question,en,0.0,1.0,0.5,0.5
b1340,181|44|185|49,question,en,0.0,1.0,0.5,0.5
b1341,183|31|184|42|30,question,en,0.0,1.0,0.5,0.5
b1342,181|183|36|37,question,en,0.0,1.0,0.5,0.5
b1343,185|183|48|24,question,en,0.0,1.0,0.5,0.5
b1344,185|31|32|183,question,en,0.0,1.0,0.5,0.5
b288,181|182|26|24,question,en,0.0,1.0,0.5,0.5
b289,183|24|51|182|33,question,en,0.0,1.0,0.5,0.5
b292,183|31|32|182,question,en,0.0,1.0,0.5,0.5
b294,183|182|24|43,question,en,0.0,1.0,0.5,0.5
b295,181|42|34|182,question,en,0.0,1.0,0.5,0.5
b297,183|184|24|40,question,en,0.0,1.0,0.5,0.5
b298,183|24|23|182|25,question,en,0.0,1.0,0.5,0.5
b299,27|35|34|182|181,question,en,0.0,1.0,0.5,0.5
